image_file,DOCUMENT_TYPE,BUSINESS_ABN,SUPPLIER_NAME,BUSINESS_ADDRESS,PAYER_NAME,PAYER_ADDRESS,INVOICE_DATE,LINE_ITEM_DESCRIPTIONS,LINE_ITEM_QUANTITIES,LINE_ITEM_PRICES,LINE_ITEM_TOTAL_PRICES,IS_GST_INCLUDED,GST_AMOUNT,TOTAL_AMOUNT,STATEMENT_DATE_RANGE,TRANSACTION_DATES,TRANSACTION_AMOUNTS_PAID
CASE004_tax_invoice_mixed.png,INVOICE,89 966 764 731,Adelaide Business Consulting,"Level 3, 77 King William St, Adelaide SA 5000",David Nguyen,"62 Norwood St, Norwood SA 5067",16/10/2023,Business strategy consulting | Trademark registration | Audit services,7 | 4 | 5,$408.24 | $817.24 | $345.55,$2857.68 | $3268.96 | $1727.75,false,$785.44,$8639.83,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE004_westpac_premium.png,BANK_STATEMENT,NOT_FOUND,ANZ,NOT_FOUND,David Nguyen,NOT_FOUND,NOT_FOUND,Salary ATO PAYROLL REF69473 | EFTPOS OFFICEWORKS Norwood AUS | EFTPOS BP Norwood AUS | DD AGL REF39816 MHF 1234 | Salary ATO PAYROLL REF15965 | EFTPOS WOOLWORTHS Norwood AUS | DD INSURANCE REF43092 | EFTPOS KMART Norwood AUS | Transfer To Michael NetBank | ATM WITHDRAWAL Norwood | Transfer To Ryan NetBank | DD AGL REF37659 MHF 1234 | EFTPOS BUNNINGS W/HOUSE Norwood AUS | EFTPOS BP Norwood AUS | EFTPOS DAN MURPHYS Norwood AUS | Transfer To Sophie NetBank | EFTPOS JB HI-FI Norwood AUS | BPAY ADELAIDE BUS CONSULTING CRN 849621470 | EFTPOS JB HI-FI Norwood AUS | EFTPOS TARGET Norwood AUS | Transfer To William NetBank | EFTPOS BUNNINGS W/HOUSE Norwood AUS | Transfer To Michael NetBank | DD INSURANCE REF53228 | EFTPOS KMART Norwood AUS | EFTPOS KMART Norwood AUS | VISA DEBIT PURCHASE OFFICEWORKS Norwood AU | VISA DEBIT PURCHASE Kmart Austra Norwood AU | EFTPOS BP Norwood AUS | BPAY TELSTRA CRN 114682844 | DD AGL REF94896 MHF 1234 | BPAY TELSTRA CRN 857429971 | VISA DEBIT PURCHASE SHELL Norwood AU,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,01/10/2024 - 31/10/2024,01/10/2024 | 01/10/2024 | 03/10/2024 | 03/10/2024 | 07/10/2024 | 08/10/2024 | 08/10/2024 | 08/10/2024 | 08/10/2024 | 10/10/2024 | 10/10/2024 | 12/10/2024 | 13/10/2024 | 14/10/2024 | 15/10/2024 | 16/10/2024 | 16/10/2024 | 16/10/2023 | 16/10/2024 | 17/10/2024 | 18/10/2024 | 18/10/2024 | 18/10/2024 | 19/10/2024 | 21/10/2024 | 22/10/2024 | 14/10/2024 | 23/10/2024 | 23/10/2024 | 24/10/2024 | 25/10/2024 | 26/10/2024 | 31/10/2024,$190.91 | $417.20 | $319.54 | $115.87 | $336.48 | $177.76 | $291.86 | NOT_FOUND | $339.26 | $275.80 | $45.54 | NOT_FOUND | $251.03 | $427.10 | $166.09 | $142.64 | $477.65 | $8639.83 | $57.46 | $63.88 | NOT_FOUND | $550.48 | $287.31 | $419.27 | $195.57 | $522.93 | $288.75 | $557.33 | $481.60 | $64.99 | NOT_FOUND | NOT_FOUND | NOT_FOUND
CASE005_nab_classic.png,BANK_STATEMENT,NOT_FOUND,Commonwealth Bank,NOT_FOUND,Jessica Brown,NOT_FOUND,NOT_FOUND,EFTPOS KMART Subiaco AUS | EFTPOS AMPOL Subiaco AUS | EFTPOS DAN MURPHYS Subiaco AUS | BPAY ORIGIN ENERGY CRN 939156387 | BPAY ORIGIN ENERGY CRN 824085842 | EFTPOS BP Subiaco AUS | BPAY TELSTRA CRN 901834280 | DD AGL REF49251 MHF 1234 | VISA DEBIT PURCHASE Dan Murphy's Subiaco AU | Transfer To Michael NetBank | VISA DEBIT PURCHASE SHELL Subiaco AU | EFTPOS JB HI-FI Subiaco AUS | BPAY ORIGIN ENERGY CRN 471048258 | BPAY PERTH MARKETING GROUP CRN 507943839 | EFTPOS KMART Subiaco AUS | EFTPOS KMART Subiaco AUS | VISA DEBIT PURCHASE Repco Subiaco AU | VISA DEBIT PURCHASE SHELL Subiaco AU | EFTPOS WOOLWORTHS Subiaco AUS | Transfer To Michael NetBank | EFTPOS TARGET Subiaco AUS | EFTPOS AMPOL Subiaco AUS | BPAY TELSTRA CRN 963538119 | VISA DEBIT PURCHASE SHELL Subiaco AU | EFTPOS JB HI-FI Subiaco AUS | Transfer To James NetBank | EFTPOS COLES Subiaco AUS | EFTPOS JB HI-FI Subiaco AUS | BPAY TELSTRA CRN 224683417 | EFTPOS DAN MURPHYS Subiaco AUS | EFTPOS TARGET Subiaco AUS | VISA DEBIT PURCHASE Shell Austra Subiaco AU | DD AGL REF94518 MHF 1234 | DD AGL REF96870 MHF 1234 | EFTPOS COLES Subiaco AUS | EFTPOS OFFICEWORKS Subiaco AUS | VISA DEBIT PURCHASE SHELL Subiaco AU | EFTPOS WOOLWORTHS Subiaco AUS,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,01/02/2023 - 28/02/2023,01/02/2023 | 02/02/2023 | 05/02/2023 | 07/02/2023 | 08/02/2023 | 08/02/2023 | 09/02/2023 | 10/02/2023 | 10/02/2023 | 11/02/2023 | 11/02/2023 | 11/02/2023 | 12/02/2023 | 26/11/2024 | 13/02/2023 | 14/02/2023 | 15/02/2023 | 15/02/2023 | 16/02/2023 | 16/02/2023 | 17/02/2023 | 18/02/2023 | 18/02/2023 | 18/02/2023 | 19/02/2023 | 19/02/2023 | 19/02/2023 | 09/07/2023 | 23/02/2023 | 24/02/2023 | 25/02/2023 | 25/02/2023 | 26/02/2023 | 27/02/2023 | 27/02/2023 | 28/02/2023 | 28/02/2023 | 28/02/2023,$302.24 | $508.57 | $523.85 | NOT_FOUND | $572.94 | $148.51 | $587.22 | $27.08 | $95.89 | $369.60 | $282.08 | $179.70 | $386.97 | $4667.21 | $595.69 | $414.62 | $543.45 | $385.60 | $192.27 | $546.68 | $328.25 | NOT_FOUND | NOT_FOUND | $63.28 | $406.97 | $73.92 | $369.95 | $104.08 | NOT_FOUND | $356.53 | $250.79 | NOT_FOUND | NOT_FOUND | $388.61 | $593.40 | $355.97 | NOT_FOUND | $112.95
CASE005_receipt_professional.png,RECEIPT,18 093 741 622,JB Hi-Fi,"2 Parliament Sq, Melbourne VIC 3002",NOT_FOUND,NOT_FOUND,07/07/2023,Pasta 500g | Garden Hose 20m,2 | 1,$1.95 | $100.18,$3.90 | $100.18,true,$9.46,$104.08,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE005_tax_invoice_standard.png,INVOICE,60 618 334 282,Perth Marketing Group,"Level 8, 140 St Georges Tce, Perth WA 6000",Jessica Brown,"66 Subiaco St, Subiaco WA 6008",25/11/2024,Accounting and bookkeeping | Software development services | Marketing campaign management,6 | 8 | 8,$160.70 | $243.52 | $166.32,$964.20 | $1948.16 | $1330.56,false,$424.29,$4667.21,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE006_nab_dense.png,BANK_STATEMENT,NOT_FOUND,Westpac,NOT_FOUND,James Wilson,NOT_FOUND,NOT_FOUND,EFTPOS COLES Hobart AUS | EFTPOS DAN MURPHYS Hobart AUS | BPAY SMITH ASSOCIATES CRN 506448196 | EFTPOS DAN MURPHYS Hobart AUS | Salary ATO PAYROLL REF69186 | EFTPOS DAN MURPHYS Hobart AUS | VISA DEBIT PURCHASE HARVEY NORMAN Hobart AU | EFTPOS TARGET Hobart AUS | Salary ATO PAYROLL REF97819 | EFTPOS TARGET Hobart AUS | EFTPOS OFFICEWORKS Hobart AUS | Salary ATO PAYROLL REF46512 | Salary ATO PAYROLL REF98470 | EFTPOS JB HI-FI Hobart AUS | VISA DEBIT PURCHASE CHEMIST WHSE Hobart AU | EFTPOS COLES Hobart AUS | EFTPOS BUNNINGS W/HOUSE Hobart AUS | VISA DEBIT PURCHASE JB Hi-Fi Hobart AU | EFTPOS TARGET Hobart AUS | DD AGL REF24534 MHF 1234 | EFTPOS AMPOL Hobart AUS | EFTPOS OFFICEWORKS Hobart AUS | EFTPOS COLES Hobart AUS | VISA DEBIT PURCHASE SHELL Hobart AU | VISA DEBIT PURCHASE 7-Eleven Aus Hobart AU | EFTPOS TARGET Hobart AUS | DD INSURANCE REF91018 | BPAY ORIGIN ENERGY CRN 213669678 | EFTPOS KMART Hobart AUS | EFTPOS AMPOL Hobart AUS | EFTPOS WOOLWORTHS Hobart AUS | BPAY ORIGIN ENERGY CRN 929839316,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,01/01/2023 - 31/01/2023,01/01/2023 | 02/01/2023 | 29/02/2024 | 03/01/2023 | 04/01/2023 | 04/01/2023 | 27/06/2024 | 06/01/2023 | 08/01/2023 | 09/01/2023 | 11/01/2023 | 12/01/2023 | 14/01/2023 | 15/01/2023 | 15/01/2023 | 16/01/2023 | 17/01/2023 | 17/01/2023 | 17/01/2023 | 17/01/2023 | 19/01/2023 | 19/01/2023 | 20/01/2023 | 22/01/2023 | 24/01/2023 | 24/01/2023 | 24/01/2023 | 25/01/2023 | 26/01/2023 | 28/01/2023 | 30/01/2023 | 31/01/2023,$414.80 | $97.52 | $6316.87 | $477.93 | $144.81 | $261.79 | $70.28 | $86.77 | $252.38 | NOT_FOUND | $509.89 | $143.43 | $338.48 | $459.82 | NOT_FOUND | $231.95 | $565.43 | $407.64 | $171.17 | $410.15 | $590.82 | $160.76 | $86.22 | $218.96 | $55.94 | $180.81 | $500.90 | NOT_FOUND | $206.51 | $544.49 | $126.39 | $283.73
CASE006_receipt_hospitality.png,RECEIPT,30 006 147 017,Harvey Norman,"A1 Richmond Rd, Homebush West NSW 2140",NOT_FOUND,NOT_FOUND,25/06/2024,Phone Case | Potting Mix 25L,2 | 2,$19.58 | $15.56,$39.16 | $31.12,true,$6.39,$70.28,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE006_tax_invoice_gst_inclusive.png,INVOICE,56 413 500 378,Smith & Associates Accounting,"Level 12, 100 Collins St, Melbourne VIC 3000",James Wilson,"47 Hobart St, Hobart TAS 7000",26/02/2024,Trademark registration | Professional consultation services | Tax return preparation | Software development services,2 | 8 | 2 | 5,$658.99 | $316.02 | $597.71 | $140.21,$1317.98 | $2528.16 | $1195.42 | $701.05,false,$574.26,$6316.87,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE007_anz_standard.png,BANK_STATEMENT,NOT_FOUND,National Australia Bank,NOT_FOUND,Olivia Taylor,NOT_FOUND,NOT_FOUND,VISA DEBIT PURCHASE Myer Parramatta AU | EFTPOS AMPOL Parramatta AUS | BPAY ORIGIN ENERGY CRN 793773681 | EFTPOS DAN MURPHYS Parramatta AUS | EFTPOS KMART Parramatta AUS | DD INSURANCE REF22387 | ATM WITHDRAWAL Parramatta | BPAY TELSTRA CRN 238460786 | EFTPOS KMART Parramatta AUS | EFTPOS AMPOL Parramatta AUS | BPAY TELSTRA CRN 329987621 | EFTPOS WOOLWORTHS Parramatta AUS | Salary ATO PAYROLL REF96760 | ATM WITHDRAWAL Parramatta | EFTPOS BUNNINGS W/HOUSE Parramatta AUS | EFTPOS DAN MURPHYS Parramatta AUS | EFTPOS BP Parramatta AUS | BPAY TELSTRA CRN 639991949 | ATM WITHDRAWAL Parramatta | DD AGL REF47363 MHF 1234 | EFTPOS AMPOL Parramatta AUS | EFTPOS DAN MURPHYS Parramatta AUS | EFTPOS KMART Parramatta AUS | DD INSURANCE REF15020 | EFTPOS WOOLWORTHS Parramatta AUS | EFTPOS OFFICEWORKS Parramatta AUS | VISA DEBIT PURCHASE SHELL Parramatta AU | EFTPOS DAN MURPHYS Parramatta AUS | Transfer To Jessica NetBank,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,01/11/2024 - 30/11/2024,02/11/2024 | 02/11/2024 | 03/05/2024 | 03/11/2024 | 03/11/2024 | 03/11/2024 | 03/11/2024 | 09/11/2024 | 10/11/2024 | 10/11/2024 | 10/11/2024 | 12/11/2024 | 12/11/2024 | 15/11/2024 | 15/11/2024 | 15/11/2024 | 15/11/2024 | 16/11/2024 | 17/11/2024 | 17/11/2024 | 19/11/2024 | 20/11/2024 | 20/11/2024 | 21/11/2024 | 21/11/2024 | 26/11/2024 | 19/08/2024 | 28/11/2024 | 28/11/2024,$121.06 | $488.47 | $55.09 | $224.70 | NOT_FOUND | $410.24 | $401.53 | NOT_FOUND | $424.67 | NOT_FOUND | $296.90 | $474.99 | $527.07 | $500.49 | $409.05 | $325.07 | $590.82 | $580.10 | NOT_FOUND | $460.24 | $568.38 | $243.91 | $198.02 | $551.26 | $544.46 | $259.72 | $6977.45 | $326.27 | $263.25
CASE007_receipt_thermal_80mm.png,RECEIPT,64 176 086 676,Kmart Australia,"690 Springvale Rd, Mulgrave VIC 3170",NOT_FOUND,NOT_FOUND,28/04/2024,Pens Ballpoint 10pk | Sparkling Water 12pk | Printer Paper A4 500pk | Shampoo 400ml,2 | 1 | 1 | 2,$4.94 | $11.20 | $13.33 | $10.34,$9.88 | $11.20 | $13.33 | $20.68,true,$5.01,$55.09,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE007_tax_invoice_high_value.png,INVOICE,95 742 188 083,Johnson Legal,"Suite 5, 200 George St, Sydney NSW 2000",Olivia Taylor,"71 Parramatta St, Parramatta NSW 2150",14/08/2024,Corporate training workshop,3,$2114.38,$6343.14,false,$634.31,$6977.45,NOT_FOUND,NOT_FOUND,NOT_FOUND
